chapter,question_number,Question,Answer,question_length,answer_length
23,23.29,"A high speed steel 6.0 mm twist drill is being used in a production drilling operation on mild steel. 
A cutting oil is applied by the operator by brushing the lubricant onto the drill point and flutes prior 
to each hole. The cutting conditions are: speed = 25 m/min, and feed = 0.10 mm/rev, and hole depth 
= 40 mm. The foreman says that the ""speed and feed are right out of the handbook"" for this work 
material. Nevertheless, he says, ""the chips are clogging in the flutes, resulting in friction heat, and 
the drill bit is failing prematurely due to overheating."" What's the problem?","Solution: There are several problems here. First, the depth-to-diameter ratio is 1.75:0.25 = 7:1, 
which is greater than the 4:1 which is usually recommended. As a consequence the chips produced 
in the hole are having difficulty exiting, thus causing overheating of the drill. Second, the manual 
method of applying the cutting oil may not be particularly effective. Third, with overheating as a 
problem, the cutting oil may not be removing heat from the operation effectively.",,
23,23.29," A high speed steel 6.0 mm twist drill is being used in a production drilling operation on mild steel. 
A cutting oil is applied by the operator by brushing the lubricant onto the drill point and flutes prior 
to each hole. The cutting conditions are: speed = 25 m/min, and feed = 0.10 mm/rev, and hole depth 
= 40 mm. The foreman says that the ""speed and feed are right out of the handbook"" for this work 
material. Nevertheless, he says, ""the chips are clogging in the flutes, resulting in friction heat, and 
the drill bit is failing prematurely due to overheating.""  What do you 
recommend to solve it?","Recommendation: The 7:1 depth-to-diameter ratio is a given, a requirement of the drilling 
operation, and we assume it cannot be changed. The twist drill might be operated in a peck-drilling 
mode to solve the chip clogging problem. Peck-drilling means drilling for a distance approximately 
equal to one drill diameter, then retract the drill, then drill some more, etc. A twist drill with a fluid 
hole could be used to more effectively deliver the cutting fluid to the drill point to help extract the 
chips. Finally, an emulsified oil might be tried in the operation, one with good lubricating qualities, 
as a substitute for the cutting oil. Since overheating is a problem, it makes sense to try a coolant",,
23,23.28,"A production turning operation on a steel workpiece normally operates at a cutting speed of 125 ft/min using high-speed steel tooling with no cutting fluid. The appropriate n and C values in the Taylor equation are given in Table 23.2 in the text. It has been found that the use of a coolant type cutting fluid will allow an increase of 25 ft/min in the speed without any effect on tool life. If it can be assumed that the effect of the cutting fluid is simply to increase the constant C by 25, what would be the increase in tool life if the original cutting speed of 125 ft/min were used in the operation?","Solution: From Table 23.2, n = 0.125 and C = 200 for dry cutting. With cutting fluid, C = 200 + 25 = 225. Dry: at v = 125 ft/min, T = (200/125)1/.125 = (1.6)8 = 42.95 min With cutting fluid: at v = 125 ft/min, T = (225/125)1/.125 = (1.8)8 = 110.2 min Increase = (110.2 -42.95) = 67.25 min = 156.6%",612,297
24,24.3,"A machinability rating is to be determined for a new work material. For the base material (B1112), test data resulted in a Taylor equation with parameters n = 0.29 and C = 490. For the new material, the Taylor parameters were n = 0.23 and C = 430. Units in both cases are: speed in m/min and tool life in min. These results were obtained using cemented carbide tooling. (a) Compute a machinability rating for the new material using cutting speed for a 30-min tool life as the basis of comparison. (b) If the machinability criterion were tool life for a cutting speed of 150 m/min, what is the machinability rating for the new material?",Solution: (a) Base material: v30 = 490/30^.29 = 182.7 m/min New material: v30 = 430/30^.23 = 196.7 m/min MR = 196.7/182.7 = 1.08 = 108% (b) Base material: T150 = (490/150)1/.29 = (3.27)^3.448= 59.3 min New material: v10 = (430/150)^(1/.23) = (2.87)^4.348 = 97.4 min MR = 97.4/59.3 = 1.64 = 164%,641,287
24,24.4," Tool life turning tests have been conducted on B1112 steel with high-speed steel tooling, and the 
resulting parameters of the Taylor equation are: n = 0.13 and C = 225. B1112 is the base metal and 
has a machinability rating = 1.00 (100%). During the tests, feed = 0.010 in/rev, and depth of cut =
0.100 in. Based on this information, and machinability data given in Table 24.1, determine the 
cutting speed you would recommend for the following work materials, if the tool life desired in 
operation is 30 min (the same feed and depth of cut are to be used): (a) C1008 low carbon steel with 
150 Brinell hardness","Solution: First determine v30 for the base material: v30 = 225/30^.13 = 225/1.556 = 144.6 ft/min
(a) From Table 24.1, MR for C1008 = 0.50. Recommended v30 = 0.50(144.6) = 72 ft/min
",,
24,24.4," Tool life turning tests have been conducted on B1112 steel with high-speed steel tooling, and the 
resulting parameters of the Taylor equation are: n = 0.13 and C = 225. B1112 is the base metal and 
has a machinability rating = 1.00 (100%). During the tests, feed = 0.010 in/rev, and depth of cut =
0.100 in. Based on this information, and machinability data given in Table 24.1, determine the 
cutting speed you would recommend for the following work materials, if the tool life desired in 
operation is 30 min (the same feed and depth of cut are to be used):  (b) 4130 alloy steel with 190 Brinell hardness","Solution: First determine v30 for the base material: v30 = 225/30^.13 = 225/1.556 = 144.6 ft/min

(b) From Table 24.1, MR for 4130 = 0.65. Recommended v30 = 0.65(144.6) = 94 ft/min
",,
24,24.4," Tool life turning tests have been conducted on B1112 steel with high-speed steel tooling, and the 
resulting parameters of the Taylor equation are: n = 0.13 and C = 225. B1112 is the base metal and 
has a machinability rating = 1.00 (100%). During the tests, feed = 0.010 in/rev, and depth of cut =
0.100 in. Based on this information, and machinability data given in Table 24.1, determine the 
cutting speed you would recommend for the following work materials, if the tool life desired in 
operation is 30 min (the same feed and depth of cut are to be used):  (c) B1113 steel with 170 
Brinell hardness. ","Solution: First determine v30 for the base material: v30 = 225/30^.13 = 225/1.556 = 144.6 ft/min  (c) From Table 24.1, MR for B1113 = 1.35. Recommended v30 = 1.35(144.6) = 195 ft/mi",,
24,24.5,"In a turning operation on cast iron, the nose radius on the tool = 1.5 mm, feed = 0.22 mm/rev, and speed = 1.8 m/s. Compute an estimate of the surface roughness for this cut.","Solution: Ri = f^2/32NR = (0.22)^2/(32 x 1.5) = 0.00101 mm. = 1.01 *10^(-6)m. From Fig. 24.2, rai = 1.25 Ra = 1.01 x 1.25 = 1.26  *10^(-6)m.",180,121
24,24.6,A turning operation uses a 2/64 in nose radius cutting tool on a free machining steel with a feed rate = 0.010 in/rev and a cutting speed = 300 ft/min. Determine the surface roughness for this cut.,"Solution: Ri = f^2/32NR = (0.010)^2/(32 x 2/64) = 0.0001 in = 100 *10^(-6) in From Fig. 24.2, rai = 1.02 Ra = 1.02 x 100 = 102 *10^(-6) in",203,118
24,24.7,A single-point HSS tool with a 3/64 in nose radius is used in a shaping operation on a ductile steel workpart. The cutting speed is 120 ft/min. The feed is 0.014 in/pass and depth of cut is 0.135 in. Determine the surface roughness for this operation.,"Solution: Ri = f2/32NR = (0.014)2/(32 x 3/64) = 0.000131 in = 131 *10^(-6)in From Fig. 24.2, rai = 1.8 Ra = 1.8 x 131 = 235 *10^(-6) in",257,129
24,24.13,"A face milling operation is not yielding the required surface finish on the work. The cutter is a four-tooth insert type face milling cutter. The machine shop foreman thinks the problem is that the work material is too ductile for the job, but this property tests well within the ductility range for the material specified by the designer. Without knowing any more about the job, what changes in (a) cutting conditions and (b) tooling would you suggest to improve the surface finish? , 05-11-09","Solution: (a) Changes in cutting conditions: (1) decrease chip load f, (2) increase cutting speed v, (3) use cutting fluid.  (b) Changes in tooling: (1) increase nose radius NR, (2) increase rake angle, and (3) increase relief angle. Items (2) and (3) will have a marginal effect.",500,280
24,24.17,"A cemented carbide tool is used to turn a part with a length of 14.0 in and diameter = 4.0 in. The parameters in the Taylor equation are: n = 0.25 and C = 1000 (ft/min). The rate for the operator and machine tool = $45.00/hr, and the tooling cost per cutting edge = $2.50. It takes 2.5 min to load and unload the workpart and 1.50 min to change tools. The feed = 0.015 in/rev. Determine (a) cutting speed for maximum production rate, (b) tool life in min of cutting.",Solution: (a) vmax = C/((1/n-1)Tt)^n = 1000/[(1/0.25 -1)(1.5)]^.25 = 1000/[(4.0-1) x 1.5]^.25 = 687 ft/min (b) Tmax = (1000/687)^(1/.25) = (1.456)^4.0 = 4.5 min or (1/n -1) Tt = (4-1)1.5 = 4.5 min ,521,445
25,25.1,"In a surface grinding operation wheel diameter = 150 mm and infeed = 0.07 mm. Wheel speed = 1450 m/min, workspeed = 0.25 m/s, and crossfeed = 5 mm. The number of active grits per area of wheel surface = 0.75 grits/mm2. Determine (a) average length per chip, (b) metal removal rate, and (c) number of chips formed per unit time for the portion of the operation when the wheel is engaged in the work.","Solution: (a) lc = (Dd)^0.5 = (150 x 0.07)^0.5 = 3.24 mm  (b) RMR = vwwd = (0.25 m/s)(103 mm/m)(5.0 mm)(0.07 mm) = 87.5 mm3/s = 5250 mm3/min  (c) nc = vwC = (1450 m/min)( 103 mm/m)(5.0 mm)(0.75 grits/mm2) = 5,437,500 chips/min",404,224
25,25.2,"The following conditions and settings are used in a certain surface grinding operation: wheel diameter = 6.0 in, infeed = 0.003 in, wheel speed = 4750 ft/min, workspeed = 50 ft/min, and crossfeed = 0.20 in. The number of active grits per square inch of wheel surface = 500. Determine (a) average length per chip, (b) metal removal rate, and (c) number of chips formed per unit time for the portion of the operation when the wheel is engaged in the work.","Solution: (a) lc = (Dd)^0.5 = (6.0 x 0.003)^0.5 = (0.018)^0.5 = 0.1342 in  (b) RMR = vwwd = (50 x 12)(0.20)(0.003) = 0.36 in3/min  (c) nc = vwC = (4750 x 12)(0.2)(500) = 5,700,000 chips/min",459,186
25,25.3,"An internal cylindrical grinding operation is used to finish an internal bore from an initial diameter of 250.00 mm to a final diameter of 252.5 mm. The bore is 125 mm long. A grinding wheel with an initial diameter of 150.00 mm and a width of 20.00 mm is used. After the operation, the diameter of the grinding wheel has been reduced to 149.75 mm. Determine the grinding ratio in this operation.","Solution: GR = (volume of work material removed)/(volume of wheel removed) Volume of work material removed = (pi/4)(125)(252.5^2  -  250.0^2) = 123,332 mm3 Volume of wheel removed = (pi/4)(20)(150^2  -  149.75^2) = 1177 mm3 GR = 123,332/1177 = 104.8",402,237
25,25.4,"In a surface grinding operation performed on hardened plain carbon steel, the grinding wheel has a diameter = 200 mm and width = 25 mm. The wheel rotates at 2400 rev/min, with a depth of cut (infeed) = 0.05 mm/pass and a crossfeed = 3.50 mm. The reciprocating speed of the work is 6 m/min, and the operation is performed dry. Determine (a) length of contact between the wheel and the work and (b) volume rate of metal removed.",Solution: (a) lc = (Dd)^0.5 = (200 x 0.05)^0.5 = 3.16 mm (b) RMR = vwwd = (6 m/min)(10^3 mm/m)(3.5 mm)(0.05 mm) = 1050 mm3/min  ,682,929
25,25.12,An aluminum alloy is to be ground in an external cylindrical grinding operation to obtain a good surface finish. Specify the appropriate grinding wheel parameters and the grinding conditions for this job.,"Solution: Grinding wheel specification: Abrasive type: silicon carbide Grain size: small -high grit size number  Bond material: shellac bond Wheel structure: dense Wheel grade: medium to hard Wheel specification: C-150-E-5-B Grinding conditions: Wheel speed: high speed, around 1800 m/min (6000 ft/min) Work speed: low, around 10 m/min (30 ft/min) Infeed (depth of cut): low, around 0.012 mm (0.0005 in) Crossfeed: low, around 1/6 of wheel width.",210,867
25,25.13,A high-speed steel broach (hardened) is to be resharpened to achieve a good finish. Specify the appropriate parameters of the grinding wheel for this job.,"Solution: Grinding wheel specification: Abrasive type: cubic boron nitride Grain size: small -high grit size number Bond material: vitrified bond Wheel grade: soft to medium Wheel specification: XX-B-150-P-XY-V-XZ-1/8, where XX, XY, and XZ are manufacturer's symbols.",160,267
25,25.14,"Based on equations in the text, derive an equation to compute the average volume per chip formed in the grinding process.","Solution: From Eq. (25.3), RMR = vwwd (in3/min) From Eq. (25.6), nc = vwC (chips/min) Volume per chip = RMR/nc = vwwd/vwC = vwd/vC",127,541
26,26.1,"For the following application, identify one or more nontraditional machining processes that might be used, and present arguments to support your selection. Assume that either the part geometry or the work material (or both) preclude the use of conventional machining. The application is a matrix of 0.1 mm (0.004 in) diameter holes in a plate of 3.2 mm (0.125 in) thick hardened tool steel. The matrix is rectangular, 75 by 125 mm (3.0 by 5.0 in) with the separation between holes in each direction = 1.6 mm ( 0.0625 in).","Solution: Application: matrix of holes in 0.125 inch thick hardened steel, hole diameter = 0.004 in, separation between holes = 0.0625 in. Possible processes: EBM and LBM can make holes of this size with depth-to-diameter ratios as large as 0.125/0.004 = 31.25.",527,261
26,26.2,"For the following application, identify one or more nontraditional machining processes that might be used, and present arguments to support your selection. Assume that either the part geometry or the work material (or both) preclude the use of conventional machining. The application is an engraved aluminum printing plate to be used in an offset printing press to make 275 by 350 mm (11 by 14 in) posters of Lincoln's Gettysburg address.",Solution: Application: engraved aluminum printing press plate for 11 in by 14 in posters. Possible process: photochemical engraving; making a negative of the speech and transferring this to either a silk screen or directly to the photoresist would seem to be the most straightforward methods.,444,292
26,26.3,"For the following application, identify one or more nontraditional machining processes that might be used, and present arguments to support your selection. Assume that either the part geometry or the work material (or both) preclude the use of conventional machining. The application is a through-hole in the shape of the letter L in a 12.5 mm (0.5 in) thick plate of glass. The size of the ""L"" is 25 by 15 mm (1.0 by 0.6 in) and the width of the hole is 3 mm (1/8 in).","Solution: Application: through-hole in the shape of the letter ""L""� drilled through 0.5-in thick plate glass. Possible process: USM works on glass and other brittle non-metallic materials. This is probably the best process.",475,222
26,26.4,"For the following application, identify one or more nontraditional machining processes that might be used, and present arguments to support your selection. Assume that either the part geometry or the work material (or both) preclude the use of conventional machining. The application is a blind-hole in the shape of the letter G in a 50 mm (2.0 in) cube of steel. The overall size of the ""G"" is 25 by 19 mm (1.0 by 0.75 in), the depth of the hole is 3.8 mm (0.15 in), and its width is 3 mm (1/8 in).","Solution: Application: the letter ""G"" drilled to a depth of 0.15 in in block of steel. Possible processes: ECM and EDM would be useful for pocketing operations such as this.",505,173
26,26.5,"Much of the work at the Cut-Anything Company involves cutting and forming of flat sheets of fiber-glass for the pleasure boat industry. Manual methods based on portable saws are currently used to perform the cutting operation, but production is slow and scrap rates are high. The foreman says the company should invest in a plasma arc cutting machine, but the plant manager thinks it would be too expensive. What do you think? Justify your answer by indicating the characteristics of the process that make PAC attractive or unattractive in this application.","Solution: In plasma arc cutting, the workpart must be an electrically conductive material. Fiber glass is not electrically conductive. PAC is therefore not an appropriate process for this application.",563,200
26,26.6,"A furniture company that makes upholstered chairs and sofas must cut large quantities of fabrics. Many of these fabrics are strong and wear-resistant, which properties make them difficult to cut. , 02-06-09 What nontraditional process(es) would you recommend to the company for this application? Justify your answer by indicating the characteristics of the process that make it attractive.","Solution: Water jet cutting would be an ideal process for this application. WJC cuts through fabrics quickly and cleanly, and the process could be readily automated. Electrochemical Machining",395,191
26,26.7,"The frontal working area of the electrode in an ECM operation is 2000 mm2. The applied current = 1800 amps and the voltage = 12 volts. The material being cut is nickel (valence = 2), whose specific removal rate is given in Table 26.1. (a) If the process is 90% efficient, determine the rate of metal removal in mm3/min. (b) If the resistivity of the electrolyte = 140 ohm-mm, determine the working gap.","Solution: (a) From Table 26.1, C = 3.42 x 10-2 mm3/A-s From Eq. (26.6) RMR = frA = (CI/A)A = CI = (3.42 x 10^-2 mm3/A-s)(1800 A) = 6156 x 10^-2 mm3/s = 61.56 mm3/s = 3693.6 mm3/min At 90% efficiency RMR = 0.9(3693.6 mm3/min) = 3324.2 mm3/min (b) Given resistivity r = 140 ohm-mm, I = EA/gr in Eq. (26.2). Rearranging, g = EA/Ir g = (12 V)(2000 mm2)/(1800 A)(140 ohm-mm) = 0.095 mm",408,378
26,26.8,"In an electrochemical machining operation, the frontal working area of the electrode is 2.5 in2. The applied current = 1500 amps, and the voltage = 12 volts. The material being cut is pure aluminum, whose specific removal rate is given in Table 26.1. (a) If the ECM process is 90 percent efficient, determine the rate of metal removal in in3/hr. (b) If the resistivity of the electrolyte = 6.2 ohm-in, determine the working gap.","Solution: (a) From Table 26.1, C = 0.000126 in3/A-min RMR = frA = (CI/A)(A) = CI RMR = CI = 0.000126(1500) = 0.189 in3/min at 100% efficiency. At 90% efficiency RMR = 0.189(0.90) = 0.1701 in3/min = 10.206 in3/hr. (b) I = EA/gr; Rearranging, g = EA/Ir = 12(2.5)/(1500 x 6.2) = 0.0032 in",434,285
26,26.9,"A square hole is to be cut using ECM through a plate of pure copper (valence = 1) that is 20 mm thick. The hole is 25 mm on each side, but the electrode used to cut the hole is slightly less that 25 mm on its sides to allow for overcut, and its shape includes a hole in its center to permit the flow of electrolyte and to reduce the area of the cut. This tool design results in a frontal area of 200 mm2. The applied current = 1000 amps. Using an efficiency of 95%, determine how long it will take to cut the hole.","Solution: From Table 26.1, C = 7.35 x 10^-2 mm3/A-s From Eq. (26.6) fr = CI/A = (7.35 x 10^-2 mm3/A-s)(1000 A)/(200 mm2) = 0.3675 mm/s At 95% efficiency, fr = 0.95(0.3675 mm/s) = 0.349 mm/s Time to machine = (20 mm)/(0.349 mm/s) = 57.3 s",520,235
26,26.1," A 3.5 in diameter through hole is to be cut in a block of pure iron (Valence = 2) by electrochemical machining. The block is 2.0 in thick. To speed the cutting process, the electrode tool will have a center hole of 3.0 in which will produce a center core that can be removed after the tool breaks through. The outside diameter of the electrode is undersized to allow for overcut. The overcut is expected to be 0.005 in on a side. If the efficiency of the ECM operation is 90%, what current will be required to complete the cutting operation in 20 minutes?","Solution: Electrode frontal gap area A = 0.25pi(3.52^2 -3.0^2) = 2.553 in2 From Table 26.1, C = 0.000135 in3/A-min fr = CI/A = 0.000135 I/2.553 = 0.0000529 I in/min at 100% efficiency. , 02-06-09 At 90% efficiency fr = 0.9(0.0000529 I) = 0.0000476 I in/min To cut through a 2.0 inch thickness in 20 minutes requires a feed rate fr = 2.0/20 = 0.1 in/min fr = 0.1 = 0.0000476 I I = 0.1/0.0000476 = 2101 A.",561,427
26,26.14,"A metal removal rate of 0.01 in3/min is achieved in a certain EDM operation on a pure iron workpart. What metal removal rate would be achieved on nickel in this EDM operation, if the same discharge current were used? The melting temperatures of iron and nickel are 2802F and 2651F, respectively.","Solution: For iron, RMR = 5.08 I/2802^1.23 = 5.08 I/17,393 = 0.000292 I in3/min           Given that RMR = 0.01 in3/min 0.000292 I = 0.01          I = 0.01/0.000292 = 34.24 A. For = nickel, RMR = 5.08(34.24)/2651^1.23 = 173.93/16,248 = 0.0107 in3/min",301,229
26,26.15,"In a wire EDM operation performed on 7-mm-thick C1080 steel using a tungsten wire electrode whose diameter = 0.125 mm, past experience suggests that the overcut will be 0.02 mm, so that the kerf width will be 0.165 mm. Using a discharge current = 10 amps, what is the allowable feed rate that can be used in the operation? Estimate the melting temperature of 0.80% carbon steel from the phase diagram of Figure 6.4.","Solution: From Figure 6.4, Tm = 1500C for 1080 steel Using Eq. (26.7), RMR = 664(10)/(1500^1.23) = 6640/8065 = 0.8233 mm3/s Frontal area of kerf A = 0.165(7.0) = 1.155 mm2  fr = 49.4/1.155 = 42.79 mm/min",421,212
26,26.16,"A wire EDM operation is to be performed on a slab of �-in-thick aluminum using a brass wire electrode whose diameter = 0.005 in. It is anticipated that the overcut will be 0.001 in, so that the kerf width will be 0.007 in. Using a discharge current = 7 amps, what is the expected allowable feed rate that can be used in the operation? The melting temperature of aluminum is 1220F.","Solution: Using Eq. (26.7), RMR = 5.08(7)/12201.23 = 35.56/6255 = 0.005685 in3/min Frontal area of kerf A = 0.75(0.007) = 0.00525 in2 fr = 0.005685/0.00525 = 1.083 in/min",386,170
26,26.17,"A wire EDM operation is used to cut out punch-and-die components from 25-mm-thick tool steel plates. However, in preliminary cuts, the surface finish on the cut edge is poor. What changes in discharge current and frequency of discharges should be made to improve the finish?","Solution: As indicated in Figure 26.8(a), surface finish in EDM could be improved by reducing discharge current and increasing frequency of discharges. Chemical Machining",280,170
26,26.18,"Chemical milling is used in an aircraft plant to create pockets in wing sections made of an aluminum alloy. The starting thickness of one workpart of interest is 20 mm. A series of rectangular-shaped pockets 12 mm deep are to be etched with dimensions 200 mm by 400 mm. The corners of each rectangle are radiused to 15 mm. The part is an aluminum alloy and the etchant is NaOH. The penetration rate for this combination is 0.024 mm/min and the etch factor is 1.75. Determine (a) metal removal rate in mm3/min, (b) time required to etch to the specified depth, and (c) required dimensions of the opening in the cut and peel maskant to achieve the desired pocket size on the part.","Solution: (a) Neglecting the fact that the initial area would be less than the given dimensions of 200 mm by 400 mm, and that the material removal rate (RMR) would therefore increase during the cut as the area increased, area A =200x400  - (30 x 30 -(15)^2) = 80,000  -  193 = 79,807 mm2 RMR = (0.024 mm/min)(79,807 mm2) = 1915.4 mm3/min  (b) Time to machine (etch) Tm = 12/0.024 = 500 min = 8.33 hr.  (c) Given Fe = 1.75, undercut u = d/Fe = 12/1.75 = 6.86 mm Maskant opening length = L  - 2u = 400  -  2(6.86) = 386.28 mm Maskant opening width = W  - 2u = 200  -  2(6.86) = 186.28 mm Radius on corners = R  -  u = 15  - 6.86 = 8.14 mm",684,619
26,26.19,"In a chemical milling operation on a flat mild steel plate, it is desired to cut an ellipse-shaped pocket to a depth of 0.4 in. The semiaxes of the ellipse are a = 9.0 in and b = 6.0 in. A solution of hydrochloric and nitric acids will be used as the etchant. Determine (a) metal removal rate in in3/hr, (b) time required to etch to depth","Solution: (a) Neglecting the fact that the initial area would be less than the given dimensions of 9 in by 6 in, and that the material removal rate (RMR) would therefore increase during the cut as the area increased, area of an ellipse A = ab = (9.0)(6.0) = 54S = 169.65 in2 RMR = (0.001 in/min)(169.65 in2) = 0.16965 in3/min = 10.18 in3/hr  (b) Time to machine (etch) Tm = 0.4/0.001 = 400 min = 6.67 hr.  ",473,634
26,26.2,"In a certain chemical blanking operation, a sulfuric acid etchant is used to remove material from a sheet of magnesium alloy. The sheet is 0.25 mm thick. The screen resist method of masking was used to permit high production rates to be achieved. As it turns out, the process is producing a large proportion of scrap. Specified tolerances of +-0.025 mm are not being achieved. The foreman in the CHM department complains that there must be something wrong with the sulfuric acid. ""Perhaps the concentration is incorrect,"" he suggests. Analyze the problem and recommend a solution.","Solution: The problem in this chemical blanking operation is that the screen resist method of masking cannot achieve the tolerances specified. The photoresist method should have been used, and the process should be changed over to adopt this method.",584,249
26,26.21,"In a chemical blanking operation, stock thickness of the aluminum sheet is 0.015 in. The pattern to be cut out of the sheet is a hole pattern, consisting of a matrix of 0.100 in diameter holes. If photochemical machining is used to cut these holes, and contact printing is used to make the resist (maskant) pattern, determine the diameter of the holes that should be used in the pattern.","Solution: From Table 26.2, Fe = 1.75. In chemical blanking, etching will occur on both sides of the part. Therefore, the effective hole depth on each side = one-half of the stock thickness = 0.015/2 = 0.0075 in. Undercut u = 0.0075/1.75 = 0.0043 in Diameter of opening = 0.100 -2(0.0043) = 0.0914 in",393,299
28,28.1,What volume (cm3) and weight (g) of zinc will be deposited onto a cathodic workpart if 10 amps of current are applied for one hour?,"Solution: From Table 29.1, C = 4.75 x 10^-2 mm3/A-s, cathode efficiency E = 95%. Volume V = ECIt = 0.95(4.75 x 10^-2 mm3/A-s)(10 A)(1 hr)(3600 s/hr) = 1624.5 mm3 = 1.6245 cm3 Density of zinc from Table 4.1 U = 7.15 g/cm3. Weight W = 1.6245(7.15) = 11.615 g",137,763
28,28.2,A sheet metal steel part with surface area = 100 cm2 is to be zinc plated. What average plating thickness will result if 15 amps are applied for 12 minutes in a chloride electrolyte solution?,"Solution: From Table 29.1, C = 4.75 x 10-2 mm3/A-s, cathode efficiency E = 95%. Volume V = ECIt = 0.95(4.75 x 10^-2 mm3/A-s)(15 A)(12 min)(60 s/min) = 487.35 mm3 Area A = 100 cm2 = 10,000 mm2 Plating thickness d = 487.35 mm3/10,000 mm2 = 0.049 mm",197,245
28,28.3,A sheet metal steel part with surface area = 15.0 in2 is to be chrome plated. What average plating thickness will result if 15 amps are applied for 10 minutes in a chromic acid-sulfate bath?,"Solution: From Table 29.1, C = 0.92 x 10^-4 in3/A-min, cathode efficiency E = 15%. Volume V = ECIt = 0.15(0.92 x 10^-4)(15)(10) = 0.00207 in3. Plating thickness d = 0.00207/15 = 0.000138 in.",196,188
28,28.4,"Twenty-five jewelry pieces, each with a surface area = 0.5 in2 are to be gold plated in a batch plating operation. (a) What average plating thickness will result if 8 amps are applied for 10 min in a cyanide bath?","Solution: (a) From Table 29.1, C = 3.87 x 10^-4 in3/A-min, cathode efficiency E = 80%. Volume V = ECIt = 0.80(3.87 x 10^-4)(8)(10) = 0.02477 in3. With Q = 25 pieces and average area per piece = 0.5 in2, total area A = 25(0.5) = 12.5 in2 Plating thickness d = 0.02477/12.5 = 0.00198 in. ",365,513
28,28.5,"A part made of sheet steel is to be nickel plated. The part is a rectangular flat plate that is 0.075 cm thick and whose face dimensions are 14 cm by 19 cm. The plating operation is carried out in an acid sulfate electrolyte, using a current = 20 amps for a duration = 30 min. Determine the average thickness of the plated metal resulting from this operation.","Solution: From Table 29.1, C = 3.42 x 10^-2 mm3/A-s, cathode efficiency E = 95%. Volume V = ECIt = 0.95(3.42 x 10^-2 mm3/A-s)(20 A)(30 min)(60 s/min) = 1169.6 mm3 Area A = 2(19 x 14) + 0.075 x 2(19 + 14) = 536.95 cm2 = 53,695 mm2 Plating thickness d = 1169.6/53,695 = 0.022 mm",365,274
28,28.6,A steel sheet metal part has total surface area = 36 in2. How long will it take to deposit a copper plating (assume valence = +1) of thickness = 0.001 in onto the surface if 15 amps of current are applied?,"Solution: From Table 29.1, C = 2.69 x 10^-4 in3/A-min, cathode efficiency E = 98%. Required volume of plate metal = 36(0.001) = 0.036 in3 Plated volume V = ECIt = 0.98(2.69 x 10^-4 in3/A-min)(15 A) t = 0.003954 t in3 0.003954 t = 0.036 t = 0.036/0.003954 = 9.1 min.",211,263
28,28.8,"A batch of 100 parts is to be nickel plated in a barrel plating operation. The parts are identical, each with a surface area A = 7.8 in2. The plating process applies a current I = 120 amps, and the batch takes 40 minutes to complete. Determine the average plating thickness on the parts.","Solution: From Table 29.1, C = 1.25 x 10^-4 in3/A-min, cathode efficiency E = 95%. Volume V = ECIt = 0.95(1.25 x 10^-4)(120)(40) = 0.57 in3. Area A = 100(7.8) = 780 in2 Plating thickness d = 0.57/780 = 0.00073 in.",293,211
28,28.9,"A batch of 40 identical parts is to be chrome plated using racks. Each part has a surface are = 22.7 cm2. If it is desired to plate an average thickness = 0.010 mm on the surface of each part, how long should the plating operation be allowed to run at a current = 80 amps?","Solution: From Table 29.1, C = 2.5 x 10-2 mm3/A-s, cathode efficiency E = 15%. Volume V = ECIt = 0.15(2.5 x 10-2 mm3/A-s)(80 A)t = 0.3t mm3 With Q = 40 pieces and average area per piece = 22.7 mm2, total area A = 40(22.7) = 908 cm2 = 90,800 mm2 Plating thickness d = V/A = (0.3 t mm3)/(90,800 mm2) = 0.03304(10-4) t mm Given that d = 0.010 mm, 0.03304(10-4) t = 0.010 Thus, t = 0.010/0.03304(10-4) = 0.3027 x 104 = 3027 s = 50.44 min. ",278,849
29,29.1,"A heat source can transfer 3500 J/sec to a metal part surface. The heated area is circular, and the heat intensity decreases as the radius increases, as follows: 70% of the heat is concentrated in a circular area that is 3.75 mm in diameter. Is the resulting power density enough to melt metal?",Solution: Area A = pi(3.75)^2/4 = 11.045 mm2 Power P = 0.70(3500) = 2450 J/s = 2450 W. Power density PD = 2450 W/11.0447^2 = 222 W/mm2. This power density is most probably sufficient for melting the metal.,300,201
29,29.2,"In a laser beam welding process, what is the quantity of heat per unit time (J/sec) that is transferred to the material if the heat is concentrated in circle with a diameter of 0.2 mm? Assume the power density provided in Table 29.1.",Solution: PD from Table 29.1 is 9000 W/mm2 for laser beam welding P = PD x A= 283 W = 283 J/sec,239,119
29,29.3,"A welding heat source is capable of transferring 150 Btu/min to the surface of a metal part. The heated area is approximately circular, and the heat intensity decreases with increasing radius as follows: 50% of the power is transferred within a circle of diameter = 0.1 inch and 75% is transferred within a concentric circle of diameter = 0.25 in. What are the power densities in (a) the 0.1-inch diameter inner circle?",Solution: (a) Area A =pi (0.1)^2/4 = 0.00785 in2 150 Btu/min = 2.5 Btu/sec. Power P = 0.50(2.5) = 1.25 Btu/sec Power density PD = (1.25 Btu/sec)/0.00785 in2 = 159 Btu/sec-in2,555,450
